#class tools::wcsv::ntuple
#title Data
#separator 44
#vector_separator 59
#column double Inc Energy
#column double Dep Energy
#column double Angle
1.26272,0,0
4.74653,0,0
1.30483,0,0
9.07711,0,0
1.14077,0,0
3.90552,0,0
1.38823,0,0
1.73218,0,0
2.16991,0,0
8.54559,0,0
1.02875,0,0
11.3571,0.0763547,0
1.68258,0,0
1.10466,0,0
1.11654,0,0
1.16379,0,0
2.39152,0,0
4.82379,0,0
8.32531,0.0931596,0
1.87241,0,0
2.71276,0,0
4.85608,0,0
1.59052,0,0
1.18374,0,0
1.55785,0,0
1.91548,0,0
1.36328,0,0
1.73593,0,0
3.66616,0,0
1.23202,0,0
1.28647,0,0
6.36003,0,0
1.80359,0,0
1.03051,0,0
1.2536,0,0
1.13216,0,0
3.45555,0,0
1.51451,0,0
4.52337,0,0
1.20706,0,0
2.1716,0,0
1.06575,0,0
1.52503,0,0
1.12385,0,0
1.24966,0,0
2.04436,0,0
1.22311,0,0
10.3598,0.07667,0
1.83428,0,0
9.44608,0.178135,0
1.50895,0,0
1.21906,0,0
1.38711,0,0
1.79374,0,0
1.16235,0,0
3.8176,0,0
5.02142,0,0
1.52718,0,0
9.13175,0,0
1.2897,0,0
1.62131,0,0
11.8692,0.0742324,0
1.57558,0,0
2.31685,0,0
2.25933,0,0
3.44299,0,0
5.08173,0,0
3.77904,0,0
2.00303,0,0
2.44705,0,0
1.06072,0,0
1.49804,0,0
1.94353,0,0
1.63743,0,0
1.09946,0,0
1.39449,0,0
1.86802,0,0
2.23748,0,0
2.51569,0,0
1.76735,0,0
1.93294,0,0
1.53256,0,0
2.94909,0,0
12.5819,0,0
1.62908,0,0
1.72469,0,0
5.66182,0,0
3.39824,0,0
1.14699,0,0
2.22196,0,0
1.71676,0,0
1.84344,0,0
6.25829,0,0
1.05876,0,0
1.30521,0,0
1.99584,0,0
1.57034,0,0
1.12169,0,0
1.28781,0,0
1.82798,0,0
1.37397,0,0
1.40615,0,0
1.91051,0,0
10.3722,0,0
2.41823,0,0
1.58342,0,0
6.9264,0,0
6.78016,0.182051,0
1.47807,0,0
1.76739,0,0
1.75242,0,0
1.37485,0,0
6.60237,0,0
1.91426,0,0
2.68099,0,0
1.2827,0,0
2.24564,0,0
1.98751,0,0
5.46827,0,0
3.03821,0,0
2.12577,0,0
1.19363,0,0
9.14059,0,0
1.19529,0,0
1.18093,0,0
1.80286,0,0
3.58387,0,0
15.6071,0.0769191,0
1.77749,0,0
2.41658,0,0
3.97876,0,0
6.15291,0,0
2.20235,0,0
6.83964,0,0
2.70534,0,0
1.13287,0,0
1.06679,0,0
6.90419,0,0
1.5965,0,0
1.40392,0,0
3.95052,0,0
1.11439,0,0
10.7124,0.0609722,0
1.5609,0,0
1.22048,0,0
1.25797,0,0
7.55776,0,0
1.99868,0,0
3.21078,0,0
1.21804,0,0
2.8091,0,0
1.50002,0,0
1.04277,0,0
1.54209,0,0
1.97001,0,0
7.9908,0,0
4.40323,0,0
1.87543,0,0
6.69788,0,0
1.49,0,0
2.58566,0,0
4.30315,0,0
1.64572,0,0
1.71722,0,0
2.00067,0,0
1.26046,0,0
1.04638,0,0
9.4203,0.0732718,0
1.30353,0,0
5.35295,0,0
1.44181,0,0
4.13296,0,0
1.08378,0,0
1.08644,0,0
5.01407,0,0
6.63667,0,0
8.80065,0,0
5.24697,0,0
5.49874,0,0
1.28026,0,0
2.06752,0,0
1.07256,0,0
1.17249,0,0
4.78931,0,0
15.2288,0,0
2.75757,0,0
1.47884,0,0
1.52573,0,0
2.30104,0,0
2.28303,0,0
1.03189,0,0
2.27888,0,0
1.49657,0,0
1.34241,0,0
1.08679,0,0
1.92586,0,0
1.28396,0,0
1.32455,0,0
1.31494,0,0
1.2901,0,0
4.15856,0,0
2.90667,0,0
3.03822,0,0
1.50417,0,0
3.08709,0,0
2.27559,0,0
1.88161,0,0
1.77795,0,0
1.15441,0,0
1.59682,0,0
5.65957,0,0
13.509,0,0
